Titulo,URL,Data,Noticia,Classe,QNT DE ERROS GRAMATICAIS,QNT CARACTERES,QNT PALAVRAS,QNTD LETRAS MAIUSCULAS,QNTD PONTUACAO,QNTD ADJETIVOS,QNTD SUBSTANTIVOS,QNTD VERBOS,QNTD ADVERBIOS,QNTD SUBSTANTIVOS PROPRIOS,QNTD PRONOMES,SENTIMENTO,PROB NEG,PROB NEU,PROB POS
Não é verdade que Lula tenha anunciado o fim do Bolsa Família caso seja reeleito em 2026,boatos.org,17/08/2026,"candidato acabou de anunciar o fim do bolsa família, caso seja reeleito presidente nas eleições de 2026. a confirmação de que o governo federal fará a suspensão temporária do programa, com filtros mais rígidos pós-eleições, acendeu o alerta em milhões de lares. a justificativa oficial de cruzar dados com o imposto de renda e o tribunal eleitoral é vista por críticos como o início de um desmonte programado da rede de proteção social do país. para a bancada de oposição, a estratégia do palácio do planalto é adiar o arrocho até a definição das urnas para, depois, promover uma limitação sem precedentes que vai excluir beneficiários urbanos e rurais. analistas apontam que o endividamento público e as metas fiscais forçam a administração a cortar gastos essenciais, o que levará o presidente candidato a acabar com o bolsa família no formato tradicional a partir do próximo ano. a incerteza gerada pela fiscalização intensiva deixou a população vulnerável preocupada com o corte definitivo dos valores depositados no aplicativo. com isso, a disputa ideológica em torno das narrativas sociais esquentou de vez no cenário político do país.",0,0.0,1131,184,1.77,0.8,8.7,25.54,12.5,1.09,7.61,2.17,2,"0,36","0,57","0,07"
Político que está na capa da revista The Economist ao lado de Putin e Xi Jinping não é Lula,boatos.org,17/08/2026,"candidato na capa da revista the economist esses são alguns dos motivos que levam a acreditar nisso. lembrando que é apenas uma teoria e todos são bem-vindos para discuti-la de forma respeitosa nos comentários, caso tenham uma visão diferente. segue o perfil! candidato mantém diálogo frequente com xi jinping e vladimir putin, que são os outros possíveis líderes que aparecem ao lado dele. o brasil faz parte dos brics ao lado da china e da rússia, o que frequentemente leva os três países a aparecerem associados em análises geopolíticas. candidato tem defendido um mundo multipolar posição semelhante à defendida por china e rússia em relação à redução da influência dos estados unidos. em alguns momentos, candidato criticou sanções unilaterais contra a rússia e buscou manter o diálogo com moscou, o que gerou repercussão internacional. a proximidade diplomática entre brasil e china também aumentou nos últimos anos, com novos acordos comerciais e visitas de alto nível.",0,1.29,956,155,3.45,0.94,9.03,20.0,10.97,1.94,14.84,7.74,2,"0,05","0,62","0,33"
História que aponta que urnas eletrônicas terão agulhas para aplicar vacinas secretamente em eleitores é falsa e absurda,boatos.org,16/08/2026,"serviço de utilidade pública: corre informação, no whatsapp, que as teclas das urnas eletrônicas trazem, embutidas, diversas micro agulhas com um coquetel de vacinas. então se você bozoloide, não vá votar. essas agulhas comunistas querem infectar vocês. gente, não sei se é verdade, mas ouvi dizer que o governo constatando a drástica queda no índice de vacinação preparou as urnas eletrônicas com as teclas de entra equipadas con micro agulhas que injetam vacinas chinesas e nas pessoas.",0,3.9,488,77,2.46,1.64,9.09,28.57,18.18,3.9,3.9,2.6,2,"0,24","0,73","0,03"
É falso que governo Lula tenha colocado hidrômetros em poços para cobrar taxa de água,boatos.org,16/08/2026,"pergunta para os deputados que votaram isso: você não tem vergonha na cara, não, de tirar água da boca das pessoas que têm sede? porra, eu acho que essas pessoas deveriam queimar no inferno, cara. ó, me desculpa aí olha, pessoal, eu fui procurar algumas reportagens da época do candidato para saber quanto quantos poços artesianos ele abriu no nordeste, né? então, assim, se você dá um google, vai mostrar que mais de 5 mil poços artesianos foram abertos, de graça, para eles, para o povo nordestino. aí eu vi também o o site do partido falando que o candidato gastou 1,2 não sei se é milhões, acho que é milhões de reais para abrir poços artesianos. aí falaram lá que era uma farra do dinheiro, que eram poços sem água e um monte de coisa. enfim, candidato perdeu, né, as eleições, candidato entrou e aí o que é que eles fizeram? eles colocaram hidrômetro nos poços artesianos abertos pelo antigo presidente candidato messias candidato. isso é uma lástima, né?",0,3.53,946,170,2.33,2.85,4.71,19.41,14.71,8.24,5.88,10.0,3,"0,89","0,09","0,02"
É falso que Janja disse que Lula a nomeou como embaixadora do Brasil nos Estados Unidos,boatos.org,14/08/2026,"agora vai! governo candidato nomeia janja como embaixadora do brasil nos eua, no lugar de maria luiza viotti, que teve o visto cancelado pelo governo trump. meus queridos jegues comunistas, trago notícias bombásticas: o grande estadista candidato decidiu me nomear embaixadora do brasil em washington. sim, meus amores, agora sou oficialmente a ponte entre o brasil e os estados unidos. minha missão será de altíssima relevância nacional. candidato quer que eu use meu sorriso irresistível, meu carisma arrebatador, meu charme hipnótico e, claro, minha habilidade ímpar de convencer até pedra virar areia. na verdade, eu sou a única esperança para solucionar os graves problemas que o brasil enfrenta. minha primeira tarefa será acabar com o tarifaço de 50% que o trump meteu na cara dos nossos companheiros que fizeram o l. a segunda tarefa será reativar os vistos dos ministros do stf, porque eles amam tirar férias em miami e fazer compras por lá também. a terceira tarefa será cancelar a lei magnitsky imposta ao nosso incompreendido patriota candidato. a quarta tarefa será convencer trump a deixar de ser amigo do boso. a quinta e última tarefa será convencer trump a se tornar um grande amigo de candidato e fazer campanha para a reeleição dele. para garantir o sucesso da missão, eu vou dar tudo de mim. vou dar absolutamente tudo o que o presidente trump quiser. convenhamos, essa missão vai ser mais fácil que roubar doce de criança. não se preocupem, vou manter vocês informados. beijos molhados da kenga janja.",0,0.79,1512,253,3.84,1.06,8.7,18.18,13.83,4.35,13.04,6.32,1,"0,03","0,44","0,53"
"Lista que aponta que secretários do governo de Eduardo Paes serão do PSOL, PCdoB, PT e outros partidos de esquerda é falsa",boatos.org,13/08/2026,"eduardo paes governador e seus secretarios secretario de segurança: cel ibis (psol) secretario de policia militar: cel robson (psol) secretario de policia civil orlando zacone ( pdt) secretario de educação: freixo (partido) secretario de saúde: jandira feghali (pcdob) secretario de transporte: leonardo picciane ( pv) secretario de direitos humano: anielle franco (partido) secretario de cultura: renato cinco (pv) secretario de esporte: marco antonio cabral ( solidariedade) secretario de obras: rafael picciane (união) secretarios de fazenda: lindberg (partido) repassando!!!! aí o carioca vai reclamar de quê? jura mesmo que você ainda tem dúvidas de quem votar, ou raiva do ex governador garotinho temos também o candidato ruas vamos optar por qualquer um menos esse vagabundo do eduardo paes pra ele acabar de afundar de vez com o governo do rj, com a roubalheira petista, tomando todo o estado de assalto ele vai acabar com as policias do rio e janeiro sos, brasil!",0,11.26,957,151,78.58,2.09,0.66,6.62,1.99,1.99,68.87,0.0,2,"0,07","0,87","0,06"
Trump não enviou Força Delta ao Brasil e nem há indícios de que vai sequestrar Lula,boatos.org,11/08/2026,"trump quer candidato de qualquer jeito lá nos estados unidos. fontes do palácio do planalto, dizem, que candidato já teve um ataque de fúria ao desconfiar que pode ser preso por trump antes do início das eleições. circula na casa branca que candidato está sendo chamado de clone. e já divulgaram isso. pois as amostras de dna, que o fbi coleta periodicamente dos chefes de estado que visitam o país não batem entre o candidato antigo e o atual. segundo notícias trump assinou nesta quinta-feira (06/8), uma lei de estado de emergência para o brasil, que vai valer até julho de 2027 o que esta deixando o governo daqui em desespero. quando ele assinou esta mesma lei contra a venezuela em 2025, tal ato culminou na prisão de maduro 6 meses depois. militares da delta force do exército dos eua estariam operando à paisana no brasil para supostamente planejar uma futura operação para sequestrar o presidente candidato. a alegação foi feita no dia 9 de agosto de 2026 pelo candidato a deputado federal jeffrey chiquini o candidato ficou de mimimi lá protegendo os pcc e você vê aí os estados unidos não tem conversa fiada com eles não mandou voltar aqui em brasília agora 2000 soldados de início para eliminar as pccv começa a eliminar né porque eles só matam a gente honesta agora agora eu quero ver se encontra os americanos e vai levar um principalmente um que ficava imitando maduro aí venha vem miraculous nossa nessa democracia saber a nia soube ironia e aí ele vai sair de macacão laranja também mas os outros é isso aí#ishabakshi04 #candidato #foralula #trump #lulapreso",0,4.03,1545,273,5.63,0.45,3.66,17.58,16.85,9.52,10.99,6.23,2,"0,2","0,75","0,05"
História que aponta que Magno Malta sofreu acidente no motel com travesti bêbado é falsa,boatos.org,10/08/2026,o senador magno malta teria sofrido um acidente em um motel acompanhado de uma travesti bêbado.,0,0.0,95,16,3.16,0.0,6.25,25.0,12.5,0.0,12.5,0.0,2,"0,08","0,9","0,02"
É falso que general Sérgio Pedro Coelho Lima escreveu texto sobre julgamento do Brasil nas eleições,boatos.org,06/08/2026,"ainda temos general! texto escrito pelo general de divisão na reserva sérgio pedro coelho lima. em 4 de outubro de 2026 o brasil será julgado por si mesmo. há momentos em que uma eleição deixa de ser apenas uma disputa entre candidatos e se transforma num exame moral de uma nação inteira. o brasil chegará a esse momento em 4 de outubro de 2026. naquele domingo, não será apenas um governo que estará em julgamento. será o próprio povo brasileiro. depois de décadas de corrupção sistêmica, aparelhamento institucional, crescimento do crime organizado, decadência educacional, esmagamento tributário da classe produtiva e destruição progressiva da confiança nacional, ninguém mais poderá alegar ignorância. o brasileiro conhece o país em que vive. conhece os hospitais abandonados, as escolas fracassadas, as estradas destruídas, a violência cotidiana, o custo sufocante para trabalhar, empreender e produzir. conhece também o espetáculo obsceno de escândalos públicos que se sucedem sem vergonha e sem consequências reais. o que estará diante das urnas em 2026 não será uma simples escolha administrativa. será uma pergunta brutal: o brasil ainda deseja sobreviver como uma nação séria ou aceitou definitivamente sua condição de república saqueada? porque há algo profundamente degradante em um povo que aprende a conviver com o escândalo permanente sem reagir. há algo de moralmente corrosivo numa sociedade que transforma corrupção em folclore, desperdício em rotina e cinismo em inteligência política. os defensores do atual projeto de poder continuarão dizendo que tudo não passa de narrativa da oposição, que as críticas são exageradas ou que qualquer alternativa representaria ameaça à democracia. mas o cidadão comum já sente no corpo aquilo que os discursos tentam maquiar: perda de poder de compra, medo nas ruas, desesperança econômica e a percepção crescente de que o estado brasileiro serve mais aos grupos organizados que vivem dele do que ao povo que o sustenta. enquanto isso, o país assiste a uma expansão contínua da máquina pública, à multiplicação de privilégios políticos e à asfixia de quem trabalha honestamente. empreender tornou-se um ato de resistência. produzir virou punição. sustentar a própria família exige enfrentar impostos sufocantes, burocracia humilhante e insegurança permanente. ao mesmo tempo, cresce a sensação de que o brasil perdeu soberania moral. parte da elite política demonstra complacência com regimes autoritários estrangeiros, relativiza violações de direitos humanos quando ideologicamente convenientes e trata democracias liberais com mais hostilidade do que ditaduras alinhadas politicamente. mas talvez o mais grave seja outra coisa: a normalização da decadência. o brasileiro foi lentamente treinado para aceitar o absurdo como inevitável. aprendeu a rir da corrupção porque perdeu a esperança de combatê-la. aprendeu a sobreviver em vez de exigir grandeza. aprendeu a chamar a mediocridade de pragmatismo. é isso que fará da eleição de 2026 um divisor histórico. se, conhecendo tudo o que viu, tudo o que sofreu e tudo o que lhe foi revelado, a maioria optar novamente pela continuidade do mesmo projeto político, estará fazendo mais do que uma escolha eleitoral. estará assinando um pacto consciente com o modelo de país que existe hoje. não poderá depois alegar surpresa diante da estagnação, da violência, do descrédito institucional ou da fuga de talentos e investimentos. povos também colhem aquilo que decidem tolerar. nenhuma nação se destrói apenas por causa de maus governantes. nações se destruírem quando seus cidadãos passam a considerar a degradação algo normal. mas existe outro caminho. se o brasil escolher uma ruptura real com o ciclo atual, elegendo lideranças comprometidas com responsabilidade fiscal, liberdade econômica, combate duro ao crime organizado, valorização do mérito, redução do peso do estado e defesa firme das liberdades individuais, talvez ainda seja possível recuperar algo que o país vem perdendo há muito tempo: dignidade nacional.m",0,0.82,4027,612,1.69,0.99,9.97,24.18,15.52,6.37,2.29,6.7,2,"0,17","0,68","0,15"
É falso que fábrica de fake news da extrema direita nas eleições é descoberta pela Polícia Federal,boatos.org,03/08/2026,"versão 1: exclusivo! no fantástico essa noite vc não pode perder reportagem exclusiva em primeira mão da operação da polícia federal em diadema nesse domingo na fábrica das mentiras e da promoção pessoal de candidatos da extrema direita.os robôs programados para iludir e enganar vc. é o desafio da reportagem mostrando os bastidores do engajamento de candidatos nas campanhas políticas em redes sociais. logo mais depois de luciano huck no fantástico. a conferir! versão 2: e vs, hoje domingo (02/08), pf prende grupo em diadema sp na manipulação de informações sobre pesquisa eleitoral a favor do fbolsonaro. justamente de manhã na região aconteceu a convenção da homologação da candidatura do presidente candidato.",0,6.25,712,112,4.63,0.84,7.14,28.57,8.93,5.36,13.39,0.0,2,"0,17","0,71","0,12"
É falso que Lula disse que motoboys não precisam estudar porque nasceram para fazer entregas,boatos.org,01/08/2026,candidato manda recado para os motoqueiros: motoboy não precisa estudar porra. eles nasceram só para fazer entrega. será que vocês não percebem isso? será que vocês não percebem que motoboy não nasceu para estudar? motoboy nasceu para fazer entrega. estudar é para filho de playboy. e motoboy é para fazer entrega com promoção ou sem promoção.,0,1.79,338,56,2.37,0.89,0.0,19.64,28.57,8.93,7.14,7.14,3,"0,68","0,25","0,07"
Fake que aponta que Donald Trump anunciou que vem ao Brasil para visitar Jair Bolsonaro volta a circular na web,boatos.org,31/07/2026,"donald apertem os cintos, o presidente mais poderoso do planeta trump vem visitar pessoalmente o candidato messias candidato. com a temperatura máxima acontecendo no brasil, o governador brasileiro vem barrando os homens do imperador, com isso o próprio donald trump das galáxias vem pessoalmente visitar o ex presidente do brasil candidato messias candidato. a qualquer momento o imperador estará pousando em seu mais novo force one no solo brasileiro. donald trump vem ao brasil para se encontrar pessoalmente com candidato candidato?! ?a notícia sobre a vinda do ex-presidente americano para visitar candidato já está dando o que falar e movimentando a política nacional e internacional! ?para os apoiadores, esse encontro é o sinal de uma aliança histórica e fortalecimento da direita. para os opositores, é pura provocação e estratégia política. ?o que esse encontro pode mudar no cenário atual? siga a página para não perder nenhum detalhe dessa visita e ficar por dentro das notícias mais quentes do brasil e do mundo! ?e você, o que acha dessa visita de trump a candidato? apoia esse encontro ou acha desnecessário? comente sua opinião e siga nosso perfil para acompanhar tudo de perto!",0,3.14,1179,191,3.56,1.61,6.28,18.32,13.09,5.24,14.66,5.24,2,"0,07","0,56","0,37"
Fake news que aponta que Janones foi internado com frasco de perfume no reto se espalha na internet,boatos.org,31/07/2026,"sim, a informação procede como fato registrado: o deputado federal guilherme janones foi internado em 2025 após introduzir um frasco de perfume no ânus, sofrendo perfuração intestinal que exigiu atendimento hospitalar de emergência. o caso ganhou ampla repercussão nacional na época. importante contextualizar: o fato médico e a internação foram confirmados por registros hospitalares e notícias em veículos de comunicação; não houve uma versão oficial detalhada sobre o motivo ou circunstâncias exatas do ocorrido, apenas o registro do atendimento e lesão grave; é amplamente difundido em redes e reportagens como o caso que causou grande choque e repercussão, como diz na imagem. resumindo: é fato verificado que houve internação por lesão causada por esse objeto, não é boato inventado. absurdo! o que levou ele a fazer isso? caso que chocou o brasil deputado janones hospitalizado depois de ficar com frasco de perfume preso no reto",0,4.14,936,145,13.68,1.28,8.97,27.59,15.17,3.45,9.66,2.07,2,"0,13","0,8","0,07"
É falso que Trump tenha assinado ordem executiva autorizando medbed para uso civil ou que tecnologia exista,boatos.org,29/07/2026,"urgente: trump acaba de assinar a ordem executiva 2026-1947. tecnologia medbed desclassificada para uso civil. a indústria farmacêutica tem 90 dias. 15 de julho de 2026. 04:00 am est. isso foi assinado em silêncio. sem coletiva de imprensa. sem câmeras. sem briefing para a mídia. ordem executiva 2026-1947: desclassificação e implantação civil de tecnologia de regeneração eletromagnética. isso não é um boato. isso não é especulação. isso é um documento federal assinado. a ordem estabelece: ?? toda tecnologia de cura baseada em frequências atualmente classificada sob programas médicos do departamento de defesa é aqui desclassificada para pesquisa e implantação civil. ?? a fda é proibida de bloquear, atrasar ou interferir na distribuição de dispositivos de regeneração eletromagnética para o público americano. ?? empresas farmacêuticas têm 90 dias para divulgar todos os ensaios clínicos suprimidos envolvendo tratamentos baseados em frequências ou enfrentar processo criminal sob 18 u.s.c. 1001. ?? instalações médicas militares que operam atualmente tecnologia de regeneração começarão a aceitar civis em até 120 dias. o pânico: ações da pfizer caíram 14% no pré-mercado. reunião de emergência do conselho da johnson & johnson convocada às 5:00 am. ceo da moderna vendeu us$ 47 milhões em ações pessoais antes da abertura do mercado. eles sabiam que isso estava vindo. eles tentaram vender antes do colapso. por que agora: os conselheiros médicos de trump apresentaram a ele um relatório classificado de 3.400 páginas documentando 61 anos de pesquisa suprimida sobre cura por frequências. o relatório continha: 847 ensaios clínicos bem-sucedidos escondidos do público mais de 12.000 pacientes completamente curados de condições terminais usando frequência eletromagnética análise de custos mostrando tratamento medbed a us$ 0,003 por sessão vs. us$ 150.000 em tratamento médio de câncer trump leu a análise de custos. então ele assinou a ordem. a linha do tempo: ?? dia 1-30: desclassificação total de todos os documentos de pesquisa ?? dia 31-60: fda forçada a aprovar dispositivos baseados em frequências ?? dia 61-90: prazo de divulgação farmacêutica (penalidades criminais) ?? dia 91-120: primeiros centros medbed civis abrem em 12 estados a resposta do estado profundo: eles já estão tentando matar isso. três grandes veículos de mídia receberam ligações de lobistas farmacêuticos às 5:30 am exigindo que não relatem sobre a oe 2026-1947. cnn ficou em silêncio. nbc ficou em silêncio. abc ficou em silêncio. o silêncio deles é a confirmação. se essa ordem fosse falsa, eles estariam rindo dela em todos os canais. em vez disso apagão total. silêncio total. pânico total. a verdade: a indústria farmacêutica acabou de receber sua sentença de morte. 90 dias. é tudo o que lhes resta. depois disso, a tecnologia que cura o câncer em 42 minutos estará disponível para todo cidadão americano. eles tiveram 61 anos de lucro. 61 anos de sofrimento humano. 61 anos de supressão. isso acaba agora. código: eo-2026-1947 / medbed-desclassificado / farmaceutica-sentença-de-morte compartilhe isso antes que eles encontrem uma maneira de enterrá-lo. o apagão já está acontecendo.",0,4.11,3181,487,11.51,1.67,6.98,24.02,12.73,3.29,11.09,4.72,2,"0,16","0,81","0,03"
